document,topic
Co-create the future of education in a digital age! Join the DigiEduHack on 3 October and become a part of a global community of change-makers! 🙌 👉 Powered by EITRawMaterials tcddublin UniOulu KU_Leuven oamk_ouas LearnovateC ConnectingMatters,-1
Board gaming and circular business models!! Thank you KatherineWhalen whalenka lovemyjob EITRawMaterials @,1
"Looking forward to seeing you all tomorrow in Kista, Sweden! Annalisap EIT_Digital",0
"LCVoters SenCortezMasto Rise of boot camp, intensive coaching and awards CLP17 innovate4climate ClimateLaunch ClimateKIC",0
How to get positioned for the coming VR wave via EITeu,1
Propuesta de KIC EITeu Fabricación presentada por AlianzaIK4 y tecnalia eno evento H2020 NMBP Innobasque,1
North America's Cycling Capital Is Losing Its Lead miljotweets EUROCITIEStweet bike CKICNordic,-1
EIT_Digital Challenge 2016 now accepting applications EU startups - Eindhoven News EssersEIT EITDigitalAccel,1
Wonder what EIT_Digital and chino_api are doing now? Here it is - Trusted Cloud for Europe! cybersecurity,1
Forefront cities presenting their CircularCityModels All stressing the role of the business community WCEF2017 ClimateAction ClimateKIC,0
On 14-16 June learn more about EITRawMaterials Regional Innovation Scheme at ForumMINEX! EITris rawmaterials,3
Getting very excited for the Climathon in Birmingham! ClimateKIC ClimateKIC_UKI S4TP_BigIdeas,0
ClimateKIC EITeu Agreed. We do need to act now.,-1
"Professor Dr Jean Michel Glachant, Director of the Florence School of Regulation, believes that we need to start thinking about a new type of energy system and industry, and so regulation also needs to change EITeu InnoEnergyEU sustainable energy innovations TBB2019",2
RT LaFTRSM Retrouvez les photos d'hier EpitechRennes UnivRennes1 Supelec businesschool facettsapp EIT_Digital,1
"¡Nuestra Dirección de Innovación y Tecnología a la vanguardia! Recibimos la visita del Consorcio Europeo del proyecto RED SCOPE en nuestras instalaciones. El proyecto se enmarca en la KIC RawMaterials del EITeu. Proyecto en colaboración con Aquatec (suezES), CETAQUA e IVL",1
At the EITeu pit stop DigiCatapult today: 50 people discussing how to unlock the potential of personal data in local government,1
poumtali EITeu Nanotechnology внедрение новых технологии сберегающии экологию.экономию энергосбережение Зеленая химия,3
"📡DigiEduHack winning ideas have been announced: Immersive learning experience virtual tools, AI for teamwork &amp; mobile mentoring encouraging women in tech careers. 🤖📝More about winning teams: MakeTechInclusive UN_UniteIdeas ClimateKIC DigiEduHack",1
PertonMSchool heathpark_ AlderbrookSch ColeshillSchool ColtonHillsCS merylbatchelder MerchantsAc nailseaschool SEEd_Edu SocialEnt_UK BSACommunities BritSciAssoc CRESTAwards ClimateKIC_UKI GraduatePlanet1,0
Widen your knowledge on short food supply chains at the EITeu ClimateKIC Catapult PhD Autumn School in Budapest and Valencia. Apply now: sustainability climatechange foodchains,-1
Great 2 hear Julia Rawlins ClimateKIC_DE ClimateKIC talking about climate entrepreneurship &amp; creating new climate solutions. ACEdialogue,0
The winner of the ClimateKIC ClimateLaunch in London is solartrailar. Combining transport with cutting-edge solar for cleaner greener urban-friendly delivery in partnership with DeutschePostDHL. Thank you to Grantham_IC for delivering this green ideas competition!,0
Portfolio composition processes take four days to explore how projects fit together and make decisions on what to take forward. The group understands the system from many perspectives and are not only ClimateKIC employees. tommitchell_kic SitraLab,0
"Formation : La formation "" Entrepreneuriat dans les énergies renouvelables "" accueillera sa quatrième promotion en septembre cc InnoEnergyEU",2
Aurora_Cons foster_change jonoberlander ClimateKIC edcraigecci EdCentreCC ClimateKIC_UKI ScotNatCap I 💚 twitter! Let's do this. So much great stuff could come from collaboration like this. fintech4good innovation socialenterprise,0
"RT ClimateKICItaly: blockchain e rifiuti elettrici/elettronici: al via BlockWEEE, un nuovo progetto finanziato da EITeu ClimateKIC e realizzato da ConsorzioEcodom. StayTuned WasteManagement ClimateAction",-1
Warsztaty poswięcone działaności Wspólnot Wiedzy i Innowacji KIC EITeu już 18 i 19 września na UniWarszawski,-1
On 4-5 Oct come to SMETCH: SMEs match in Italy with EITRawMaterials! Organised by ENEAOfficial Details here,3
Creare una comunità capace di riciclare correttamente e allungare la vita dei propri oggetti elettrici ed elettronici 🗑️🖥️🔌Arriva l’edizione 2019 della GlobalClimathon promosso da ClimateKIC💥L’appuntamento trentino in corso a Rovereto è organizzato da FBKcom e HIT_trentino,0
EITalumni EITRawMaterials EITeu EITHealthAlumni cKIC_Alumni InnoEnergyEU EITHealth ClimateKIC EIT_Food Wow! 😍 Can't wait to fully have you on board guys!,1
Its official!!! Just sent in our application to ClimateKIC_NL ClimateKIC for our Startup GreenAnchorPorts-wish us luck🍀!,0
7 DAYS left to register for EITeu Infoday Call for KICs proposals in FOOD &amp; Manufacturing,1
"Depth analysis of the BIPV context, the main technologies, the design and simulation of BIPV systems, the legal framework, standardization issues, business models, installation... EnergiasRenovables MariaLauraMt tecnalia InnoEnergyEU CatyArevalo renovacionverde EFEverde",1
Introductionary remarks by KlossekAndreas from EITRawMaterials to start the second day of RawMaterialsWeek by EU_Growth EU_EASME EIPRawMaterials in Brussels talking about their key role in technology transition in the mining sector of Europe,3
marco_recchioni EU_EASME FredericCoulon1 zoe_322 feld78 menaabela ENCOsrl SCRREEN_EU ProSUMProject ZWCluster iterams minguideEU EITRawMaterials minatura2020,3
"GMeRitS, a consortium led by researchers at Finland's Aalto University, has been granted the Blockchains for Social Good prize by the Enhanced European Innovation Council. via AaltoUniversity GMeRitS EUeic Finland blockchain EUeic",-1
Still in doubt about where to direct your attention during the Nordic Clean Energy Week 2018? Look no further - here's the only guide you need NCEW2018 MI3 CEM9 CleanEnergyHack SUSNordic stateofgreendk CLEANcluster ClimateKIC FORESIGHTdk NCEW18:,0
"Découvrez Agrisource, 1re plate-forme européenne d’innovation ouverte et gratuite pour l’agriculture climato-intelligente! ClimateSmart EITeu Inra_France Cirad UNFAO",0
EdwinMermans NewMobilityServ EITUrbanMob TGoldsteen BernadetteBergs LuanaBid EUSmartCities ZOSmartMobility SmartwayZNL POLISnetwork Transport_EU Succes! Is er iets verder in de toekomst een conferentie/talk waar ik eens aan kan schuiven om te horen wat er allemaal gaande is?,1
VivaTech était très prolifique grâce à la regionpaca ! Prochaine étape : InnovativeCity1 avec 3cixty et PasTime_EIT ; EIT_Digital,1
About to hear from ClimateKIC KirstenCKIC on driving innovation at Standards4EU event standardsplusinnovation,0
"Tomorrow's AklConversations features pennynelson_mfe, Malcolm Shield CityofVancouver, Ian Short recent CE ClimateKIC &amp; PennyHulseWest",0
"EUvsVirus 🇪🇺hackathon is about to start teams from all over the continent have joined together to tackle challenges related to COVID-19-developing ideas for different industries. Follow the opening ceremony today, at 5 pm (CET) live at EUvsVirus EUeic",1
Kristin Bergensen from nordicinno announcing some of the lucky winners of NordicIdeation Day led by CKICNordic &amp; NTNU,0
SMEs leanxcale and f-secure ict2015 with bdva_ppp and EIT_Digital to share their challenges in the data market,1
"Das ClimateKIC Start-up TwaiceTech hat mit 1,2 Millionen Euro seine erste größere Finanzierungsrunde abgeschlossen! Die Seed-Finanzierung kommt von UVC_Partners und speedinvest. Mehr dazu im Blog: Startup Investment Batterietechmik DigitalTwins",0
RT ClimateKICItaly: RT ComeOn_report: COP24 KirstenCKIC CEO of ClimateKIC makes it clear: We need multiple solutions and ways to transform the existing system! There is no linear pathway for the needed shift!,0
How to make the most out of your company’s outdated devices? The BusiSource project invites you to the webinar (held in German) to provide you with valuable tips on WEEE management in your organisation! Join here: Wupperinst EITRMAcademy recycling,1
Cooperation is cybersecurity's secret weapon … EIT_Digital fsecure N4S_fi tekesfi DSMeu trustedcloud ecso_eu,1
.ClimateKIC DEVASTATING effects of KillerPalm fires greenhouse gases on climate must STOP,-1
EIT_Digital how much of this growth would you attribute to digital startups (as opposed to non digital startups)?,1
"Now open for entries: Apply for the EIT Challange 2018 and win growth support worth €100,000 for your digital TECH scaleup! Learn more: EIT_Digital",1
WELCOME to NEW MEMBERS of our Governing Board!Great to have new talent&amp;experience to EITeu!,1
Catch EITDigitalAccel supported scaleup LeanXcale Sept 12 in siliconvalley SEC2SV,1
"Photographers, don't participate in this award unless you want to build up an in-house photo archive for InnoEnergyEU ""you permit EIT .. a royalty-free, world-wide, perpetual, non-exclusive license .... in any media now existing or later developed, for any ... purpose""",2
"ClimateKIC helps bring innovation to market more quickly, building co-operation, learning and sharing across Europe. PRASEG2017",0
"Marja Makarow SuomenAkatemia EITeu: ""The EIC could start by synergizing existing programmes"" scibus EuropeanInnovationCouncil LERUnews",1
(Almost) over the moon today - we are at the esa on this 5th day of the ClimateKIC CopernicusEU InnoSpaceJourney. Learning more about EarthObservation data and the potential use of Sentinel and missions' EOdata for tackling ClimateChange through entrepreneurship.,-1
Nice to see how students of the EITeu labelled master innovation_ub enjoy this super visits. We are so proud to support you! Learn more about EITHealth Campus activities at,1
"Climetrics, world's 1st climate impact rating for funds, wins Climate_Action_ SInv17 ClimateKIC ClimateKIC_DE",-1
Climate Edge ClimateKIC_UKI Greenhouse business looking at weather info for coffee farmers,-1
2 startups supported by EITRawMaterials were nominated for EITawards! Watch how it was on ⚡️ INNOVEIT 2017!,1
Find out more about the 2018 Call for Proposals at the EIT’s InfoDay in Brussels: EITUrban EITManufacturing EITCommunity innovation,1
The excellent Ester van der Voet from Leiden University at the suscritmat EITRawMaterials LDE_CfS BKTUDelft LeidenDelftEras Winterschool in the Swiss Alps. Another great Leiden Delft partnership. Go Ester!,3
NaylorChemistry EITRawMaterials angstromABC chem_angstrom The sight of mountains always calms my soul. Good luck with the meeting! Grenoble is a great place,3
LucaCapra69 Pmeccatronica TnSviluppo ClimateKIC Vogliamo vedere il primo pupazzo di neve,0
Testing and experimenting. Trying and failing. Helsinki as a test bed for mobility projects! 🚗We need new alternatives for people so they are willingly choosing something else than their cars. Learn more here: EITeu ClimateKIC,-1
Joining the ClimateJourney18 ! Super excited! Summer school for Innovation and enterpreneurship I'll be at the Utrecht/Budapest adventure! ClimateKIC,0
Thank you EIT_Digital and tnwx for listing us in the top 150 favorite innovators of the European Deep Tech 2018 - Startup Landscape. Leveraging machinelearning in radiology to improve patient outcomes is our main focus.,1
"Closing the loop on Diabetes is a priority! EITHealth works closely with students, innovators and EU stakeholders to improve the quality of life for patients on insulin therapy. Find out more on DiabetesDay ➡ EITCommunity H2020",1
"weareKONUX , an EITDigitalAccel alumnus, raises another $20 million in a Series B financing round (after a $16M round last year !) : via EIT_Digital",1
.CircularIq is an EITeu ClimateKIC-supported start-up that accelerates companies that believe in the economic benefits of the circulareconomy. Meet them at SlushHQ! Slush18 MissionFinance,0
Let's kickoff the eehack2017: enersissuisse is here to solve some challenges! Great opportunity for EITalumni reunion :),1
ColinJ_Keogh HISI_Ireland CrokePark rapidfoundation eHealthIreland EIT_iDay EITeu EITHealth_UKI TCDTangent HSELive HSEchange_guide PeopleofHSE,0
Rune Wendelbo Abalonyx pitches his graphene oxides and derivatives for composites EITRawMaterials HIT_trentino,3
Thanks for support CKICNordic :),0
FloJVGschwend from imperialcollege helped by ClimateKIC_UKI nominated for the EITAward at innovate,0
Ancora pochi giorni per partecipare alla EITDigitalChallenge: iscriviti EITDigitalAccel,1
"Sincere thanks GabrielMariya for joining and for providing the context of Innovation, Research, Culture, Education and Youth - in which the EUeic fits perfectly!",1
EIT_Digital Perché non scrivere in italiano!?!,1
Digitalisation and decentralisation key at CrowdWeek - Patagonia's new digital platform connect environmental activism community via edie ClimateKIC cdlariviere ContChange ClimateKIC miljotweets GDenergi c40cities theWSBF,-1
ClimateKIC #alsen,0
"La divulgación de la ciencia ,de la geología , minerales ,la minería y sus aplicaciones en la vida de la sociedad uno de los pilares museosuniversitarios minasenergiaupm La_UPM con los que IAPG_SPAIN junto con COIMCE1 FGP_ETSIME EITeu EITRawMaterials colaboramos😊",3
.ClimateKIC-supported OohoWater on stage at EITeu's INNOVEIT. They create waste-free alternatives to plastics!,0
"NordForsk nordicinno NefcoNordic 2C2030 SEIclimate CKICNordic RGeneration2030 Nordic_Climate BusinessSweden A very special thanks 🙏to our amazing partners in Stockholm WeDontHaveTime0, norrsken_org and GlobalUt You also have ClimateSuperPower 💪 NordicClimateAction",0
"We are very proud to introduce our next EITeu inspirational womenleader. Meet LauraSoucek, co-founder of EITHealth-backed Peptomyc 👏",1
Visiting mineheritage object in Italy part of MineHeritageEIT project EITRawMaterials ConnectingMatters rocksrock,3
"Andreas Klosseks CEO EITRawMaterials ""we want that raw materials will be a major strength for Europe"" 7EIS inpact",3
"This October, EITCommunity gathered in Ljubljana, Slovenia to meet local stakeholders and identify next steps for cooperation with the local ecosystem in the rawmaterials, climate, digital, food, health &amp; energy sectors. ConnectingMatters EITeu",1
This is a way to support local climate actions when national government fail... usmayors sampweaver James_Hanusa WorldResources WRIClimate ICLEI_USA UNHABITAT trends Network climatechange ThomasNorrby crowdsourcing CrowdWeek ClimateKIC,0
"EIT_Digital à Rennes, partenaire du BizConnectionDay RennesAtalante Technicolor",1
"Situation Room alla 25° edizione di Eurochocolate Festival per monitorare il più importante evento italiano sul cioccolato, insieme a: OlivettiOnline, TIM_Official, EIT_Digital e FIWARE. | Eurochocolate | faceciok ➡️",1
‘Focus on disruptive &amp; systemic change’ innovation in climatefinance collaboration ClimateKIC SustainableFutureForum MarcWEISSGERBER,0
307M€ a 64 empresas beneficiarias de la primera convocatoria del PactoVerde Europeo y ¡¡¡4 son Españolas!!! EUeic EUGreenDeal,1
On our way to Athens for ClimateKIC workshop on Biomimicry for sustainable land use in urban areas SteliosYiatros,0
jmmaza2 Microsoft redborder Innovalia_group EIT_Digital Microsuave,1
Fascinating to hear from ritter_mary about ClimateKIC at EUCClimate by EUC_UoM and Carlton_Connect,0
CEN report on standards for CircularEconomy chemicals use Standards4EU NutrientP dpp_ev BSAG_ Phosphorus_ie CFPlatforma circulatenews circecon eip_water EIPAGRI_SP EITRawMaterials EIT_food circecon CircularAgro,3
If you have an innovation involving; 🌏 LowCarbon technology ZeroCarbon heating Interoperable control systems for energy systems Green transport solution EnergySysCat needs you as part of their latest challenge with ClimateKIC &amp; EnergyCapitalUK👇,-1
CleanTech Startups gesucht! ClimateKIC Accelerator fördert mit €85k NoEquity. Deadline: 27.01.19,0
INNOVEIT day 2 -- time to spotlight how innovation &amp; technology can solve problems plaguing our cities EITeu INNOVEIT2015,1
"Congrats SCEPstartupcities Málaga for EUSportCapital 2020 GabrielMariya pacodelatorrep francisalasm =&gt; The new EU InnovationEcosystems are ONE puzzle with many pieces. The sport piece is linking people + new innovation opportunities for SMEs, startups.. EUeic isidrolaso",1
The Deputy Mayor of Reykjavik speaking at the Greenfinance event arranged by ckicnordic &amp; ClimateKICLoCal at the nordicsolutions COP23,-1
Thank you for the mention TheGCIndex This event part of one of InnoEnergyEU ’s cornerstones: to feed the market with a new wave of talent that is equipped with the relevant skills to make game-changing impact sustainable energy innovators,2
theranos debate got into EIT_Digital summer school. Amazing startup story alainleloux,1
Today is the last day to apply with your climateinnovation startup for the ClimateKIC cleantech accelerator!,0
❓ What did the EU do to grow a research community on Visual Analytics? Don't miss our interview with vismastereu coordinator and founder of euro_va Jörn Kohlhammer. ➡ FET_eu eicPathfinder EUeic,1
"EUClimateAction inea_eu Energy4Europe EUScienceInnov EUEnvironment EUeic EESC_TEN EUCarbonCapture EITeu GlobalCCS IRENA Rev 13:8 (KJV) And all that dwell upon the earth shall worship him, whose names are not written in the book of life of the Lamb slain from the foundation of the world. “The Great Controversy” by Ellen White Audio Order book:",0
Congrats 2 our CODE_n Alumnus Sensefinity - winners of the EIT_Digital Idea Challenge in the IoT strategic area!,1
Janez Potocnik on stage now RawMaterialsWeek exceeding planetary boundaries EITRawMaterials BKTUDelft tudelft,3
"UN UNDP We r an EITeu EU_H2020 team working on combining blockchain, nomenclature of the datasets-linking them in corporate reporting &amp; using the 17GlobalGoals to report, share &amp; link up the data with others via GlobalGoal17 Thy 4 keeping us in mind.",-1
Cabo Verde ClimateLaunchPad 2018 follow-up &amp; Coaching Sessions. ClimateLaunch climatelaunchpad CLP18 ClimateKIC,0
"DeepHack with EIT_Digital, UltrahackHQ and trinckle3D in Berlin. Be part of it and ""hack the mass customization"" in December!",1
"Scottish innovators - sign up for ""Investing in Innovation Opportunities for Scotland"" EIT_Digital DataLabScotland",1
UKI FINALIST: Luxury bathroom accessories startup beundisturbed is one of nine UKI teams pitching at the ClimateKIC ClimateLaunchpad Grand Finals in Edinburgh today. Good luck! CLP18,0
EUeic Any news? Today is may 5th: we only have 14 full days to readress proposals....,1
Digitalhealth The ambitious Moonshot mhealth ECHAlliance DSMeu EIT_Digital,1
Digitalization is changing way of doing business EIT_Digital Europarl_EN EITeu” EPlenary,1
Let's start! Tomas_O_Jensen from EITRawMaterials opening the Idea Camp - WEEE! RWTH,3
"Heard many talk about innovation, startup, but RaoulStubbe's today keynote is one of the best. Nice story. Nice delivery. EIT_Digital",1
So many people queuing to Climate-KIC stand at Slush2917 CKICNordic ClimateKIC,0
"💡Future engineers, are you thinking to apply to one of InnoEnergyEU's Master’s in sustainable energy to study in Fall 2019? 🎓Interested in getting dual degrees from top Universities? 🗓️Good news: the last application round is open until 22 April! ➡️",2
On 26 Sept join the 2nd iDeepMon User Workshop to learn more about the EITproject supported by EITRawMaterials!,3
ClimateKIC we are at eusw2019 GAHelsinki where EU_Growth Copernicus study shows: KICs communities still need to know how better use CopernicusData ! Let's boost on that !,-1
Reduce WaterWaste. Take control of your Water consumption! 💧 EIT ClimateKIC-supported aqubiq gives you the full overview of your water consumption to help you save 👉 EITCommunity WorldWaterDay,0
Congratulations to MatohaScience - winners at PhysicsNews IOPBusiness IOPAwards19 business awards! Matoha has developed a new platform that allows low-cost solutions for efficient manual sorting of recyclable waste. ClimateLaunch ClimateKIC,0
Take ClimateAction on 18 June! Join the ClimateKIC Climathon and help your city to solve climatechallenges!,0
Off to dinner with the education network and stepandstone ArthurTolsma and all of our other ClimateKIC Journey2015 coaches!,0
Join the world's leaders at the Climate Innovation Summit in Dublin 6-8 November and unlock the $26 trillion sustainablefinance opportunity! MissionFinance ClimateKIC Find out more:,0
"Awesome job by startupestonia partner ClimateKIC, nominated to GuardianSustBiz award!",0
Best solutions coming out of today's bikedataworkshop hosted by koebenhavner CKICNordic,0
"Food Innovation alert! 💡 RisingFoodStar NaturalMachines brought their intelligent 3D food printing kitchen appliance Foodini to EITeu HQ for EU_Commission VP Margaritis Schinas to see - It has never been easier to personalise food, eat healthier and lower food waste🗑️.",1
voci e progetti di startupper europei da innoveit di EITeu a Budapest nel podcast di oggi,1
"Impressed by EITeu innoveit2015: great speakers, inspiring crowd and EITalumni, successful useful projects, good event organization.Thx!",1
Not long until ClimateKIC launch the Climathon- 59 cities in 24hrs creating solutions to manage climate change,0
"Mr Goncalo Amorim from bgiaccelerator opens Session II ""Collaboration Oportunities between ESIF &amp; EIT-KICs EITeu NERDAbxl",1
.Matterpension wowing us! 📱 Our beloved start-uppers offer an app which promises an easy way of identifying the impact their portfolio actually has. Fantastic job. Clear impact. EITeu mikkeltrym ClimateSusanne ClimateKIC,0
"Letzte Woche endete unsere Seminar-Reihe über die Fördermöglichkeiten des EUeic! Wir haben uns über die zahlreichen Teilnahmen sehr gefreut &amp; bieten weiterhin bis Ende 2020 Beratung für innovative KMU, startups &amp; ForscherInnen aus BaWü. Kommen Sie auf uns zu! innocheckbw",-1
"City of Malmö with Head of Unit, Per-Arne Nillson, is talking about the sustainable work within the municipality. LoCaLPartners CKICNordic",-1
5.1. EITeu What I would like to see is minimum real security and framework support for needs- and choice-driven innovation structures,1
"On 29-30 November, DTUtweet will host the 2018 SustainDTU Summit on technological solutions to sustainability challenges. CKICNordic will attend with three sessions. Today is the last day for registration 👇 ClimateKIC DanskIndustri spisekammeret",0
raj_ghelani AmericanExpress Ashoka LEDsafari InnoEnergyEU Thank you :),1
"Sincere thanks GabrielMariya for joining and for providing the context of Innovation, Research, Culture, Education and Youth - in which the EUeic fits perfectly!",1
"Webinars του EITeu για προκηρύξεις στους τομείς Αστικής Κινητικότητας &amp; Μεταποίησης, υποβολή ερωτήσεων ως 4/9",1
Are you a professional looking to address cybersecurity on a global scale? 📲🌍 Check out EIT_Digital &amp; BerkeleyExecEd joint programme and join the community of change-makers! 💪 ➡ cybersecurity360,1
Thank you very much InnoEnergyEU for the info! Great webminar!,2
Welcome ignilife EITDigitalAccel,1
Read the short article about Trucks On the Map and ChrysalixTech's prizes at the climate impact competition at SlushHQ via ClimateKIC simoneokkels ckickslush cleantech,-1
Just out: UpsideEnergy is A 2016 Global Cleantech 100 “One to Watch”. ClimateKIC Challenge_prize CleanandCool,0
"Este jueves no te pierdas la presentación de clarapez ""El valor de los profesionales de doctorado y postdoctorado para impulsar la innovación basada en investigación en la IndustriaDigital: el caso de Atos"" en el evento de EIT_Digital. Registrate en",1
"👏 pjprendergast, tcddublin member of CoimbraGroup, for this important mission EITeu on ’Innovation Capability in Higher Education’! Completely in line with CoimbraGroup motto: ""A Tradition of Innovation""!",1
".EIT_Digital, l'EU digitale, innovativa, unita c’è (oltre la Brexit) SEC2SV StartUpEU SEP_EU Startupbusiness",1
In Dublin with ClimateKIC &amp; this 👑 Fearless Girl 👑 for the Climate Innovation Summit. Tomorrow’s highlights include a finance incubator pitch competition and anna_luise sharing insights on corporate innovation from TheFinanceLab MissionFinance,0
ClimateKIC rekreitz EITeu Liebe Regine! Du hattest hoffentlich einen guten Start! Herzlichen Glückwunsch und viel Erfolg!,0
jsoldatos launching Digital Finance Academy finsec_project London workshop! See you in Paris for next Finsec Workshop on Digital Innovation Hub for key competencies for Fintech and Cybersecurity! gft_it RaphaelAttias lefrere idattani EIT_Digital financeinnov,-1
In deed it is!! We are proud to fight against this challenge in office buildings with Smart and Sustainable Offices Fundacion_IVE and ClimateKIC project - you can consult our SSO BES office building certification for Mediterranean Climates here :,0
Reducing foodwaste helps fight climate change via ClimateKIC StanKrpan LoveYourLeftovers,-1
Applications are now open for this year’s EIT_Digital Challenge. Startups: Apply now and scale up! 🚀😎 --&gt;…,1
More about New Yorks innovation drive via edie ContChange James_Hanusa c40cities WRIClimate ClimateKIC JunagarhMedia eaEnergyEU,0
La DeepTech ça change quoi dans ma vie ? Venez découvrir des innovations européennes concrètes à l’Innovation Day EIT_Digital France le 6 Décembre 2017,1
Heating houses with 'nerd power' ClimateKIC ClimateKIC_NL startup Nerdalize hits the headlines,-1
ClimateKIC JunckerEU If that is true DO put in place the measures needed to stop this selfish destruction a minority is imposing to profit,-1
"ClimateChange Direct observations. ""We need to see the long term data, not just a few years or decades. Something is changing"". ClimateKIC Journey11 ClimateKICItaly",0
After a well deserved summer break EIT_Digital board and management meet in Brussels to drive Digital Innovation and Education in Europe.,1
Start of ClimateKIC ClimateLaunch boot camp in Sweden a group of eager projects will work with their projects during coming two days,-1
"EdCentreCC for ClimateKIC greenhouse pitches. Now that HothouseEarth has been initiated, SOME of these guys are the future.",0
Watch out! We’ll soon announce the 2018 EITAwards nominees. We can’t wait for the exciting journey ahead! Turning the best ideas into EUInnovation and making the FutureOfEurope happen! EITCommunity HorizonEU H2020,1
Check our latest newsletter with lseplc StartPulsing MindTheBridge EIT_Digital EBANMunich BAND &amp; more ➡️,1
.EITRawMaterials team together with supported startups &amp; SMEs will be present at the EuroMineExpo! Join our sessions and stop by our booths for a chat about the latest innovation &amp; activities boosting competitiveness of the EU rawmaterials sector!,3
📢 The draft of the EUeic WorkProgramme is public! Check the latest updates on EUGreenDeal ArtificialIntelligence and prepare for applying to an EIC FET call 💡💶🇪🇺 👉 H2020 EUResearch,1
"📢NEW OPPORTUNITIES: Are you keen on working with us, the Orléans Métropole and ClimateKIC to involve residents in climate solutions? We would like to hear from you 👇🏿",0
EIT_Digital conduit la TransfoNum de l'Europe. Venez nous rencontrer à Paris le 29/11 innovation FrenchTech,1
UrbanFarm_ CoolPlanetExp bernier_do rakearound socentie climate_ambass SEJumpstart ClimateLaunch SInnovationIRL ClimateKIC ClimateIreland ClimateKIC_UKI Where is this happening,-1
BBCCape Fergus_Burns innovatorsmag CofGCollege ClimateKIC wearekura AdoptAnIntern Nice words and fun animation.,0
Watch Bill Nye Explain ClimateChange With... Emoji! via ClimateKIC,0
Green Finance LeadershipMatters bolund southpolesweden AndersWijkman EURACTIV ClimateBonds ClimateKIC Almedalsvecka SR_gmvarlden LottaEdling Kommuninvest MikeBloomberg,0
.Estabanell &amp; estudiants de InnoEnergyEU treballen en el projecte ecoBOT.,1
tommitchell_kic ClimateKIC UK Director talks low carbon innovation and envisioning future economies bitesize,0
"An entrepreneurial journey on bigdata - nice to see and listen to a great mind and friend barbz79it , ceo of SpazioDati :) at innovationtalks EIT_Digital Trento",1
".ClimateKIC PhD CATAPULT Urban regeneration decarbonisation of city supply chains is on the move! After an exciting and very busy kick off in day 1, today we learnt about supply chain management and walk around case study 1: Bologna",0
Exciting career opportunities within climatechange and city resilience! job ClimateKIC,0
This month two of our Innovation Communities have officially started EITinAction to deliver innovative solutions in urban mobility🚇 &amp; manufacturing 🏭 This week's FF keep up with EITManufactur &amp; EITUrbanMob and join them on an InnovationJourney!👏,1
Really proud of my guys! Go for it! Journey2015 ClimateKIC climatekicVLC IDEASUPV stepandstone,0
"Get your applications in for the ClimateKIC Journey Summer School. Get expert briefings, masterclasses &amp; coaching and give yourself an entrepreneurial edge in the climate economy. For postgrads / pre-Masters students. Fully-funded. Info &amp; apply &gt;",0
Some MondayMotivation thanks to XRUniversities's share. Enjoy Greenhouse_PR's 17 environmental podcasts you need to hear...preferably while applying to our SocialChangeDegree (via the link in our profile). Our first pick? EITFood's EITFoodFight:,0
"Ayer ClimateKIC y ClimateLaunch fueron protagonistas en levante_emv,",0
"Next stop is the booth of the MiningForum2017 organizer and the EITRawMaterials partner, DMT!",3
"About EITeu, how to join EITUrban &amp; EITManufacturing, as well as how EITCommunity is driving innovation and fostering entrepreneuship in Europe - all today at the Information Day!",1
Delighted the visionscotmag special of TheScotsman is featuring Aurora_Cons and many innovative value-driven organisations building up ImpactForGood and InspiringVision 🙏 HIEScotland Unlock_Ambition CanDoScotland HubClimate ClimateKIC ClimateKIC_UKI Innovation_Sch,0
"EIT_Digital OMG (oh my god) this is so... yesterday -) whatever, every period have a Flinstone age -) but will be also one omega -) enjoy the present -) (not shady just my mind)",1
GlobalClimathon CKICNordic theyre still going in Copenhagen!,0
"Introducing Connode , evothings and ShortcutLabs to my friends SandvikGroup today. Feeling very proud. sthlmtech EIT_Digital startups",1
Fabtotum presenting new 3dprinting milling 3dscanning Core machine EIT_Digital Museoscienza startup scaleups,1
Enchanted by prof. Suchomel! SETI 2017 EITRawMaterials HIT_trentino UniTrento,3
"Only one week until the UCPH Spring Festival! We welcome you to the UCPHealTheWorld tent for 3 mini SustainTalk and snacks to go with it! +many more activities offered by our good friends CKICNordic, Green Campus, GLPerspective , carlsberg &amp; more!",0
"MontseSV EUeic TheWowTune GabrielMariya ICT_Energy This is not transparent and it is unfair: it is an arbitrary decision, impacting on access to EU funding. EUeic please clarify and PostponeCutoff.",1
How digital is your city? Check out DigitalCityIndex and follow EIT_Digital at ICT2015,1
"EUDigitalEdu EU_Commission simonapetkova7 pankampylis eu_schoolnet EITeu EU_ScienceHub eTwinningEurope CodeWeekEU DSMeu EUErasmusPlus EdChatEU A2. I think is very important to use digital technology as a learning tool, not just as another ""cool"" new thing. For me, technology is just tools to get things done. Digital materials can support classroom learning topics, and introduce different teaching methods for each child.",1
.santifarrero avui 🗓dimecres ⏰ 18h participa al 📍cececebe a la taula rodona del seminari InnoEnergyEU InnoEnergyIB sobre el paquet d'energies netes per als europeus i el nou disseny del mercat elèctric 👉,2
"Huge congrats to Michael Dittel of LeafTech_twitt, an EITeu ClimateKIC supported innovation, for winning the 2019 EIT Change Award! LeafTech is developing 'the future of shading automation for smart buildings.' EITAwards EITCommunity INNOVEIT",-1
